Very Good music :3
We don't talk anymore, oh, oh
(What kind of dress you're wearing tonight)
(If he's holding onto you so tight)
The way I did before
We don't talk anymore, oh, woah
(Should've known your love was a game)
(Now I can't get you out of my brain)
Ooh, it's such a shame
That we don't talk anymore
Mds, agora tô com vício nessa música ( e em outras também )
She is so beautiful
1.7B
2k18!
Why can't we fuck?
I
Amo essa música
yes
no. way
I LOVE YOUR MUSIC SO MUCH!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
don't know why but this gives me nostalgia..
2018??
Siiiiiiiiiiiiiii
We Don't Talk Anymore
Eeeeeee sim gente falo em portugues😂😂😂😅😆☺😐😑😊
Love a music💜💜💜💜💜
He sucks at singing he needs to kill his self
I play this song so many times
My favorite song is we don't talk anymore
Descreve-me.
Also nice in 2018
16/3/2018 ?
Me Encanta!😙 Hasta Llore Con La Cancion😢😢
me encanta 💖
essa musica e muito top amoooo 2018
This is like my life between me and my x 💔😭😖😔😵
I’m gonna do a prank on meh brother muhahahahah
1:21 I just hope your lying next to SUMBAIIi
Charlie Puth 😍😍
Its the best of new genration but is ricolous kajajaj im crazy
Ft. Justin Biber
march 2018😀😀😀
Me encanta
💕💕💕💕❤️❤️❤️❤️❤️❤️❤️❤️❤️😘😘😘😘😘😘😘😘😘
WHO is here after just heard jungkook cover? BTS ARMY where you at!!!
she is beautiful+_+
Selena: Why am i not in the video?
Charlie: We don't talk anymore
Should have known your love was a game,now i can't get your out of brain...
This touched my heart ♥
Je la conner par coeur
2
   0
      2
         0
             ?
I Dont talk anymore
😀😀😀😀
15/3/2018
I always hear this song when there create any problems in my relationship😢😥😥😥😥😪😪😓😓😭😭😔😪😓😓😓😓😓😓😓😓😓😓😓
😸😸😸😻😻😻😻
x🔪🔪🔪
:( ... even though i know her love is a game i cant get her out of my brain
sweden?
2018 ?????
After 2billion ?
Damn..i love this song..
2018 ?
Anyone in March 2k18?
Nice song 😉☺
♡♡♡♡♡♡♡
The video is a masterpiece
Mhgnc
WE DON'T TALK ANYMORE ♥♥♥♥♥♥♥♡♡♡♡♥♥♥♥♥♥
15/3/2018????
2018??
Yup......we don't talk anymore
Butiful
We don't talk anymore. Evergreen song..............
VER TODAS AS 24 RESPOSTAS
me too
15/03/2018
🇮🇳🇮🇳
🖤🖤
https://youtu.be/CZlqG5kaM90
2019?
vim pelo whindersson
Omg love is so overrated
Я одна здесь
 Русская?? И люблю эту песню?
ㅂ              ㅂ
        ㅇ
ㄹ              ㄹ
2019?
QUEEN SELENA GOMEZ 👸👸👸👸👸💙💛💙💛💙💛💙💛💛💙💙💛💙💛💙💛💙💛💙💛💛💙💛💙💛💛💙💛💙💛💙💛💙💛💙💛💙💛💙💛💙💛💛💙💛💙💛💙💛💙💛💙💛💙💛💙💛💙💙💛💛💙💛💙💛💙💛💙💛💙💛💛💙💛💙💛💙💛💙💛💙💙💙💛💙💙💛💙💙💛💙💛💙💙💛💙💛💙💛💙💛💙💙💛💙💛💙💛💙💛💛💙💛💙💛💙💛💙💛💙💛💙💛💙💛💙💛💙💛💙💛💙💙💛💙💛💙💛💙💛💛💙💛💙💛💙💛💙💙💛💛💙💛💙💛💛💙💛💙💛💙💛💙💛💙💛💙💛💙💙💙💛💙💙💛💛💛💛💙💛💙💛💙💛💙💛💙💛💙💛💙💛💙💛💙💛💛💙💛💙💛💙💛💙💛💙💛💙💛💙💛💙💛💙💛💛💙💛💙💛💙💛💙💛💛💙💛💙💛💙💛💙💙💛💛💙💛💙💛💙💙💛💙💛💛💙💛💙💛💙💛💙💙💛💙💛💛💙💛💙💛💛💙💛💙💛💛💙💛💙💛💙💙💛💙💛💙💛💙💛💛💙💛💙💛💛💙💛💙💙💛💙💙💛💛💙💛💙💙💛💙💛💛💙💛💙💛💙💛💛💙💛💙💛💙💛💙
さいこう^-^
Alguém do Brasil aqui?
Selena adds nothing to the song. She's not a strong enough vocalist to carry this.
we don't talk any more 😍😍😂
Alguém em 2018
so handsome😍😍
Heart touching video😢😢😢😢💔💔💔👍
??????

2
March 2018؟؟
Who’s the girl? She so pretty 💞
Balkan?
2018..♥️
15/3/2018
2020??? :D
i wane talk more XD
OMG
2018?
True😞😢
2
20
201
2018
201
20
2
Lolz
Selena looks diffrent
Ok so here's a thing my friend always listen to these kinda songs & I'm a Nu-Metal listener never heard this song before & when i stared the song I was just feeling what am I listening man but later on I found that this is good it's kinda slow & relatable
15/3/2018😍😍😍😍
15/3/2018😍😍😍😍
Just love this song!!👌
It is really relatable........😡😡👫
Very good
Furk
Nice
https://youtu.be/4ixyuqq2fV0

Please watch it one time, definately you will falling in love again and again...... BUNCH OF LOVE>>>☺☺☺☺
2018/3/15؟
When you're happy you enjoy the music, when sad you relate with the lyrics.
2018?
2018?
can I hit more than 1 like ????
2
 0
  1
   8
    ?
oh my god!
This song is very good. but why im cry😂
(why we don't talk anymore)
?
see you again no1
I'm french et je dit de dont talk anymore
Selena gomez is looking pretty!
2018
Ai vietnames
15/3......
We don't talk anymore
Okay, Nobody never talked to me!! Where the hell should I post my comment?! 🎶🎛😂
I'm here at 2018
<3
We don't talk anymore
Its a very good song
I love this song VERY much it's really outstanding
<3
คนไทยคับ
😍😍😍
2019??
Pillowtalk anymore😂😂😂
East or West Charlie puth is best.....
we don't talk animal
Latinoamerica
Yep guyz...amazing song...I broken my screen by tapping replay button..,😘
Me gusta más la de jungkook y jimin
Suele pasar.
Me relaja en mis momentos tristes
No se inglés
2018?
BEST SONG FOR BAD.... ou seja fodase o mundo e WE DON'T TALK ANYMORE......      ♕✔😔
special song to me
We dont talk any more😢😢
litty
I heard this song after my best friend let me go and 8 month later why does it still hurt when I hear this I miss my best friend
Chorli marli muth
Que música tan bonita y tan triste 😢😢😢😭😭😭😭
😍😍(•ᴗ•)❤⊙ω⊙♡´･ᴗ･`♡
2018?❤❤
Cool song 2018
คนไทย Thanil 2018
My best songs ever ❤❤
I really want to see selena gomez in this video
hi Charlie puth
😊
I love his eyebrows 😍😍😍
Wait wait I forgot she and Justin aren't a thing I am such a dumbass
Selena Gomez is cheating on Justin Bieber
i doubt anyone will take the time to read this but I'm hoping at least one person will 

my name is Shay, i'm a young singer chasing a dream, i want to sing more than anything and it's so hard to get some recognition on here, but i post covers of my favourite songs on my channel

i know i have a long way to go but i aspire to release songs and albums one day but i need some support to get there, please give me a chance and just 3 minutes of your time to listen to my videos and let me know what you think, every single view, like and comment means a lot to me

Please make sure you thumbs up this comment so others will be able to see it

thank you so much, i look forward to reading your comments🖤
I was fallow since 2018 to 2561
I wonder how he feels about Justin Bieber
Cause even after all this time I still want ya💕
♬♬♬♬ ♡   `(*∩_∩*)′ 
2018???❤👉👈
14 march
2018??????
My favorite song ever ♡♡♡
HAAA ES HERMOSO >:v *SE MUERE :v*
cade os brasileiros ?
US2. Croatia is Here For U. Love Soul. <3 U2 Brother :)
wtf 1billon de views
Yu  Love
Every time I listen to this song, I just remember Jungcook 😂😭
Muy buen tema
Gue.musica..boa
2021?
we don't talk anymore
14/3/2018?
we don,t talk any more 😔 2018/3/14
2
0
1
8
💖💖❤❤👀👂😎😎😘🎵🎶👏
14/3/18
mi caso 😊😊😊
😔😔mi situación
!!!!!!!!!!!!!!
Good
🐸 2018 🌚
AVENGERS INFINITY WAR Song "THE RISE"

https://youtu.be/oz30y92PV28
*2018?*
1b vevs
am hearing it now 2015
😍😘😄😅😆😉🤗🤩
😍😍😍
I love the music of Charlie Puth
anyone with boards??
selena gomez ,,,love ur voice
Ok ok, ft. Selena Gomez. Why she isn't even in the video??
For who thinks like me comment and like here
We Don't Talk Anymore
 haha
2
 0
   1
     8
